stamp,x,y,theta
1778594592.170027,-0.2888608777448745,1.2076385021378575,0.8100695877802387
1778594594.233314,-0.24671349657519026,1.2478710783889733,0.81164095226969
1778594596.161988,-0.2063290142245742,1.288721884658592,0.8075249964472588
1778594598.102118,-0.16704413330619602,1.3275634466349797,0.8054620033184914
1778594600.0304132,-0.1384847435457216,1.3596528775874908,0.9373121947815702
1778594601.614868,-0.12336161914795121,1.382581212522675,1.0932985528600974
1778594602.9908571,-0.11414567748816211,1.396830618247089,1.2860946938956948
1778594604.9311237,-0.09967046454801835,1.4441450042722932,1.3302737473045796
1778594606.8717365,-0.09148872868648998,1.4938525227950685,1.325765218587671
1778594608.7999992,-0.07623194917184753,1.5552868729038842,1.3242733473516906
1778594610.8513756,-0.06083336791664898,1.6218850353490704,1.3263841984740028
1778594612.7918036,-0.05180949615246591,1.6843522490925114,1.3212347243961595
1778594614.843074,-0.05159297610314713,1.7369809131941418,1.4111049969675515
1778594616.1323204,-0.052417682565838744,1.7680018759982292,1.5808992282237575
1778594617.4344926,-0.05109391910331661,1.7859012282541769,1.7505555329274811
1778594618.7239635,-0.05719616860246071,1.807019473709344,1.9224085437221061
1778594620.652741,-0.07762731865334094,1.854851933726761,1.9633722686648127
1778594622.6557531,-0.10239681937394692,1.9101043611628075,1.9685923714629276
1778594624.6564345,-0.12548387971866012,1.9665871986079175,1.9661222651998906
1778594626.5967622,-0.14638002272622858,2.015009692764268,1.961811651258127
1778594628.5251372,-0.16521509810188234,2.0669683168575266,1.965229126398138
1778594630.4656568,-0.18226773616494923,2.116318937361801,1.9747595521689822
1778594632.394058,-0.20059199239362366,2.165304044178877,1.974889386396535
1778594634.334705,-0.21944180851747777,2.212171039739108,1.9730050166347481
1778594636.2755244,-0.23549827921350372,2.2499881037668903,2.1027476554671676
1778594638.3388302,-0.2637567663789528,2.2969987783714783,2.097400923292433
1778594640.2798212,-0.2918914487729814,2.3454433099436964,2.093607559296512
1778594642.343072,-0.32044114933405965,2.3971528342033297,2.091645790991754
1778594644.284182,-0.34859532756024336,2.44805391935467,2.0958401117045016
1778594646.2237816,-0.37930791166716504,2.499495501409226,2.0972311261708674
1778594648.164551,-0.4116857444280494,2.549847028333492,2.099303895909616
1778594650.105491,-0.4451164277763094,2.5957274562760975,2.096623718166299
1778594652.0460632,-0.47481444880701645,2.642573672066974,2.0961003859697716
1778594653.986127,-0.505386463462251,2.693342845989947,2.0951327736450205
1778594655.9267304,-0.5342600886498372,2.7467776965704953,2.0952533514233713
1778594657.8671494,-0.5613002915873181,2.8006535142502287,2.096217080070423
1778594659.9307215,-0.5893570142751631,2.8596209847389806,2.0981975213337956
1778594661.8717363,-0.6172566395589206,2.9169263782891504,2.1035752734983717
1778594663.8121274,-0.6475508392891652,2.9735695206035717,2.107309284134093
1778594665.8759692,-0.68064463447854,3.028596124188826,2.1038100965085453
1778594667.8164134,-0.7132900384008147,3.07821153279342,2.0970694482329395
1778594669.879368,-0.7461755362838094,3.1314933761401607,2.0959083790923145
1778594671.9430254,-0.7781803848565163,3.184396323938328,2.0951288003618456
1778594673.884487,-0.8093745908224257,3.2380717193077477,2.0960069857950097
1778594675.812337,-0.8389540138124678,3.2910191817373375,2.096797638879893
1778594677.7521758,-0.8695335168594038,3.342631883993519,2.097570144116477
1778594679.6807923,-0.8989611374487528,3.392921639437793,2.0972544131656985
1778594681.6209996,-0.9272060819194222,3.4385252439438903,2.1018238473877813
1778594683.6843784,-0.9515264854280513,3.483619276746977,2.0988550113914792
